"vzRMeAg4Oi8__kl-trunc-name","OSrXXb","rllt__details","rllt__details 2","rllt__details 3","rllt__details 4","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","yi40Hd","RDApEe","YQ4gaf src","gqguwf"
"","הדסי איפור כלות וערב💄","אין ביקורות · בעל סלון יופי וקוסמטיקה","פתוח ⋅ ייסגר בשעה 19:30","052-404-0896","","","","","","","","","","",""
"מיקי חזן","מיקי חזן","· מספרה","הלל 23 ·","02-625-7740","פתוח ⋅ ייסגר בשעה 19:00","https://establishment-poi-38583.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(82)","5.0","(82)","",""
"נורית פילצ'ין - איפור ועיצוב שיער לכלות","נורית פילצ'ין - איפור ועיצוב שיער לכלות","· משרדי החברה","חיפה ·","054-670-7000","","https://www.facebook.com/Nurit.Pilchin.Makeup.and.Hair/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(6)","5.0","(6)","",""
"מספרת אלי גולן","מספרת אלי גולן","· מספרה","תל אביב-יפו ·","03-603-2033","פתוח ⋅ ייסגר בשעה 18:30","http://eligolan.co.il/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(21)","5.0","(21)","",""
"טטיאנה איפור כלות, ערב ועיצוב שיער","טטיאנה איפור כלות, ערב ועיצוב שיער","אין ביקורות · מספרה","דימונה ·","052-463-3041","פתוח ⋅ ייסגר בשעה 21:00","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"מספרת רוזליאן עיצוב שיער לנשים","מספרת רוזליאן עיצוב שיער לנשים","· מספרה","עמק רפאים 29 ·","02-566-6325","פתוח ⋅ ייסגר בשעה 19:00","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(2)","5.0","(2)","",""
"פני ערב - שמלות כלה בירושלים ושמלות ערב בירושלים","פני ערב - שמלות כלה בירושלים ושמלות ערב בירושלים","· מעצב אופנה","הר אדר ·","052-530-5858","פתוח ⋅ ייסגר בשעה 20:00","https://www.fanni-arev.com/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.8","(10)","4.8","(10)","",""
"מטי ויסנשטרן - איפור כלות וערב","מטי ויסנשטרן - איפור כלות וערב","· מכון יופי","חיפה ·","058-320-8896","פתוח ⋅ ייסגר בשעה 22:00","https://63c392d6e5c07.site123.me/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(7)","5.0","(7)","",""
"","הילה אוזן איפור כלות וערב","אין ביקורות · בעל סלון יופי וקוסמטיקה","פתוח ⋅ ייסגר בשעה 17:00","053-314-1347","","","","","","","","","","",""
"גבי איפור ועיצוב שיער","גבי איפור ועיצוב שיער","· מספרה","ראשון לציון","","","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(2)","5.0","(2)","",""
"חגי אליאס שיער ואיפור","חגי אליאס שיער ואיפור","אין ביקורות · מספרה","בית שמש","","","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"בית גלית איטליה בני ברק בע""מ","בית גלית איטליה בני ברק בע""מ","· חנות פאות","בני ברק ·","03-570-0856","פתוח ⋅ ייסגר בשעה 20:30","http://galititalya.co.il/%D7%92%D7%9C%D7%99%D7%AA-%D7%90%D7%99%D7%98%D7%9C%D7%99%D7%94-%D7%A1%D7%A7%D7%95%D7%9C/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.1","(121)","4.1","(121)","",""
"מספרת רוזיליאן","מספרת רוזיליאן","· מספרה","עמק רפאים 29","","","https://easy.co.il/page/24445741","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(1)","5.0","(1)","",""
"אוריה לוי - שְלֵמה. מרחב של יופי","אוריה לוי - שְלֵמה. מרחב של יופי","· קליניקה לטיפוח העור","זית 12 ·","054-776-6647","פתוח ⋅ ייסגר בשעה 19:00","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(5)","5.0","(5)","",""
"Felix Shtein Make Up Art School","Felix Shtein Make Up Art School","· בית ספר","תל אביב-יפו ·","077-414-2007","","http://www.felixshtein.com/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(20)","5.0","(20)","",""
"","אריאל ברומברג איפור כלות וערב","אין ביקורות · בעל סלון יופי וקוסמטיקה","פתוח ⋅ ייסגר בשעה 22:00","054-678-8181","","https://instagram.com/arielbromberg?r=nametag","אתר","","","","","","","",""
"ירין שחף - בית הספר למקצועות היופי","ירין שחף - בית הספר למקצועות היופי","· מרכז הדרכה","תל אביב-יפו ·","1-700-506-080","פתוח ⋅ ייסגר בשעה 21:00","http://www.yarin-shahaf.co.il/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.9","(203)","4.9","(203)","",""
"יובל בלונים","יובל בלונים","אין ביקורות · חנות בלונים","משה קליינמן 13","","פתוח ⋅ ייסגר בשעה 20:00","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"סיגל צובירי - איפור ועיצוב שיער, סדנאות והרצאות","סיגל צובירי - איפור ועיצוב שיער, סדנאות והרצאות","· שירות ניהול עסקי","רמת גן ·","054-959-9698","פתוח ⋅ ייסגר בשעה 21:00","http://sigaltzubery.com/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(9)","5.0","(9)","",""
"","נועה סולומון מאפרת ומסרקת כלות","אין ביקורות · מכון יופי","פתוח ⋅ ייסגר בשעה 21:00","052-356-9083","","","","","","","","","","",""
"חיים הספר","חיים הספר","· מספרה","חכם אברהם ·","02-622-3311","","https://www.d.co.il/24686680/30540/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.8","(24)","4.8","(24)","",""
"וואלה! מזל טוב | שמלות כלה | גני אירועים | אולמות אירועים | ארגון חתונה","וואלה! מזל טוב | שמלות כלה | גני אירועים | אולמות אירועים | ארגון חתונה","· חנות כלות","תל אביב-יפו ·","03-717-4454","פתוח ⋅ ייסגר בשעה 17:00","https://mazaltov.walla.co.il/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(1)","5.0","(1)","",""
"Ehud Elbaz Beauty Salon מספרה בחיפה אהוד אלבז","Ehud Elbaz Beauty Salon מספרה בחיפה אהוד אלבז","· מספרה","חיפה ·","052-269-9630","פתוח ⋅ ייסגר בשעה 19:00","http://ehudelbaz.com/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.9","(530)","4.9","(530)","",""
