mispar_mosah|shem_mosah|cod_sug_mosah|sug_mosah|ktovet|yishuv|telephone|mikud|cod_miktzoa|miktzoa|menahel_miktzoa|rasham_havarot
"12174"|"ב.כ.יניב שירותי רכב בע מ"|"6"|"מוסך מורשה"|"סימטת הטבור 8 פתח תקווה"|"פתח תקווה"|"03-9311335"|"0"|"100"|"צבעות רכב"|"דוארט דניאל"|"515992626"
"12176"|"דוד לובינסקי בע מ"|"5"|"מוסך רישוי לרכב בטיפול המוסך"|"מרק מושביץ 3"|"ראשון לציון"|"03-6710551"|"0"|"10"|"מכונאות רכב בנזין"|"דרור עזרא"|"510515752"
"12176"|"דוד לובינסקי בע מ"|"5"|"מוסך רישוי לרכב בטיפול המוסך"|"מרק מושביץ 3"|"ראשון לציון"|"03-6710551"|"0"|"20"|"מכונאות רכב דיזל"|"דרור עזרא"|"510515752"
"12176"|"דוד לובינסקי בע מ"|"5"|"מוסך רישוי לרכב בטיפול המוסך"|"מרק מושביץ 3"|"ראשון לציון"|"03-6710551"|"0"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"דרור עזרא"|"510515752"
"12176"|"דוד לובינסקי בע מ"|"5"|"מוסך רישוי לרכב בטיפול המוסך"|"מרק מושביץ 3"|"ראשון לציון"|"03-6710551"|"0"|"30"|"חשמלאות רכב"|"בורידה יוסף אלו"|"510515752"
"12176"|"דוד לובינסקי בע מ"|"5"|"מוסך רישוי לרכב בטיפול המוסך"|"מרק מושביץ 3"|"ראשון לציון"|"03-6710551"|"0"|"70"|"תיקון מרכבי רכב"|"אברבנל יגאל"|"510515752"
"12176"|"דוד לובינסקי בע מ"|"5"|"מוסך רישוי לרכב בטיפול המוסך"|"מרק מושביץ 3"|"ראשון לציון"|"03-6710551"|"0"|"100"|"צבעות רכב"|"מנשה עזרא"|"510515752"
"12176"|"דוד לובינסקי בע מ"|"5"|"מוסך רישוי לרכב בטיפול המוסך"|"מרק מושביץ 3"|"ראשון לציון"|"03-6710551"|"0"|"130"|"תיקון והחלפת צמיגים"|"אבן אבי"|"510515752"
"12176"|"דוד לובינסקי בע מ"|"5"|"מוסך רישוי לרכב בטיפול המוסך"|"מרק מושביץ 3"|"ראשון לציון"|"03-6710551"|"0"|"170"|"בדיקות עשן ברכב דיזל"|"סורוקה יוסף"|"510515752"
"12176"|"דוד לובינסקי בע מ"|"5"|"מוסך רישוי לרכב בטיפול המוסך"|"מרק מושביץ 3"|"ראשון לציון"|"03-6710551"|"0"|"182"|"רישוי לרכב בטיפול המוסך בלבד"|"סורוקה יוסף"|"510515752"
"12176"|"דוד לובינסקי בע מ"|"5"|"מוסך רישוי לרכב בטיפול המוסך"|"מרק מושביץ 3"|"ראשון לציון"|"03-6710551"|"0"|"205"|"שירות תיקון למזגן אויר לרכב"|"אלבז אליהו"|"510515752"
"12177"|"בליץ אלקטריק מוטורס בע מ"|"6"|"מוסך מורשה"|"ישראל בק 7"|"תל אביב -יפו"|"072-2555722"|"0"|"150"|"מכונאות אופנועים וקטנועים"|"פרץ ויל עם-ח"|"514788702"
"12178"|"אורכיד ספורטס קארס בע מ"|"2"|"מוסך רישוי לרכב חדש"|"החושלים 11"|"הרצלייה"|"052-2643259"|"0"|"10"|"מכונאות רכב בנזין"|"פרידלר טל"|"515234144"
"12178"|"אורכיד ספורטס קארס בע מ"|"2"|"מוסך רישוי לרכב חדש"|"החושלים 11"|"הרצלייה"|"052-2643259"|"0"|"20"|"מכונאות רכב דיזל"|"פרידלר טל"|"515234144"
"12178"|"אורכיד ספורטס קארס בע מ"|"2"|"מוסך רישוי לרכב חדש"|"החושלים 11"|"הרצלייה"|"052-2643259"|"0"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"פרידלר טל"|"515234144"
"12178"|"אורכיד ספורטס קארס בע מ"|"2"|"מוסך רישוי לרכב חדש"|"החושלים 11"|"הרצלייה"|"052-2643259"|"0"|"30"|"חשמלאות רכב"|"פרידלר טל"|"515234144"
"12178"|"אורכיד ספורטס קארס בע מ"|"2"|"מוסך רישוי לרכב חדש"|"החושלים 11"|"הרצלייה"|"052-2643259"|"0"|"70"|"תיקון מרכבי רכב"|"קולובוב אנדריי"|"515234144"
"12178"|"אורכיד ספורטס קארס בע מ"|"2"|"מוסך רישוי לרכב חדש"|"החושלים 11"|"הרצלייה"|"052-2643259"|"0"|"100"|"צבעות רכב"|"רבינוביץ רועי"|"515234144"
"12178"|"אורכיד ספורטס קארס בע מ"|"2"|"מוסך רישוי לרכב חדש"|"החושלים 11"|"הרצלייה"|"052-2643259"|"0"|"187"|"רישום ראשוני לרכב חדש"|"מארי רועי"|"515234144"
"12178"|"אורכיד ספורטס קארס בע מ"|"2"|"מוסך רישוי לרכב חדש"|"החושלים 11"|"הרצלייה"|"052-2643259"|"0"|"188"|"רישום ורישוי לרכב חדש"|"טל פרידלר"|"515234144"
"12178"|"אורכיד ספורטס קארס בע מ"|"2"|"מוסך רישוי לרכב חדש"|"החושלים 11"|"הרצלייה"|"052-2643259"|"0"|"205"|"שירות תיקון למזגן אויר לרכב"|"פרידלר טל"|"515234144"
"12179"|"אופרוד בע מ"|"6"|"מוסך מורשה"|"דרך בן צבי 98"|"תל אביב -יפו"|"03-5184774"|"0"|"150"|"מכונאות אופנועים וקטנועים"|"תימור עופר"|"516492568"
"12179"|"אופרוד בע מ"|"6"|"מוסך מורשה"|"דרך בן צבי 98"|"תל אביב -יפו"|"03-5184774"|"0"|"190"|"טרקטורים ומכונות ניידות"|"תימור עופר"|"516492568"
"12179"|"אופרוד בע מ"|"6"|"מוסך מורשה"|"דרך בן צבי 98"|"תל אביב -יפו"|"03-5184774"|"0"|"191"|"תיקון טרקטורונים"|"תימור עופר"|"516492568"
"12181"|"מוסך עמאר אלגלאד"|"6"|"מוסך מורשה"|"ת.ד. 5 לפני שוק הציפורים משמאל"|"כפר קאסם"|"052-6565467"|"48810"|"10"|"מכונאות רכב בנזין"|"כחלון יעקב"|"037081551"
"12181"|"מוסך עמאר אלגלאד"|"6"|"מוסך מורשה"|"ת.ד. 5 לפני שוק הציפורים משמאל"|"כפר קאסם"|"052-6565467"|"48810"|"20"|"מכונאות רכב דיזל"|"כחלון יעקב"|"037081551"
"12182"|"מכשירי תנועה ומכוניות 2004 בע מ"|"6"|"מוסך מורשה"|"גולומב 50"|"תל אביב -יפו"|"03-5622604"|"66171"|"10"|"מכונאות רכב בנזין"|"טולדנו שלמה"|"513619601"
"12182"|"מכשירי תנועה ומכוניות 2004 בע מ"|"6"|"מוסך מורשה"|"גולומב 50"|"תל אביב -יפו"|"03-5622604"|"66171"|"20"|"מכונאות רכב דיזל"|"טולדנו שלמה"|"513619601"
"12182"|"מכשירי תנועה ומכוניות 2004 בע מ"|"6"|"מוסך מורשה"|"גולומב 50"|"תל אביב -יפו"|"03-5622604"|"66171"|"30"|"חשמלאות רכב"|"לוריא אריאל"|"513619601"
"12183"|"יוסף דאי-דר לליפוף חשמל אופנועים"|"6"|"מוסך מורשה"|"הקונגרס 60"|"תל אביב -יפו"|"03-6872084"|"0"|"150"|"מכונאות אופנועים וקטנועים"|"צרפתי משה"|"008816993"
"12184"|"מוסך יעקוב - עאמר יעקוב רדאא"|"6"|"מוסך מורשה"|"ת.ד. 1293"|"כפר קאסם"|"050-7567441"|"48810"|"10"|"מכונאות רכב בנזין"|"עאמר יעקוב"|"027586569"
"12184"|"מוסך יעקוב - עאמר יעקוב רדאא"|"6"|"מוסך מורשה"|"ת.ד. 1293"|"כפר קאסם"|"050-7567441"|"48810"|"20"|"מכונאות רכב דיזל"|"עאמר יעקוב"|"027586569"
"12185"|"מוסך אמיר בן ניסן בע מ"|"6"|"מוסך מורשה"|"המנור 7 גן יבנה"|"גן יבנה"|"06-30094607"|"0"|"10"|"מכונאות רכב בנזין"|"בן ניסן אמיר"|"516326063"
"12185"|"מוסך אמיר בן ניסן בע מ"|"6"|"מוסך מורשה"|"המנור 7 גן יבנה"|"גן יבנה"|"06-30094607"|"0"|"20"|"מכונאות רכב דיזל"|"בן ניסן אמיר"|"516326063"
"12185"|"מוסך אמיר בן ניסן בע מ"|"6"|"מוסך מורשה"|"המנור 7 גן יבנה"|"גן יבנה"|"06-30094607"|"0"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"בן ניסן אמיר"|"516326063"
"12186"|"טכנוסייקל - איציק יצחקי"|"6"|"מוסך מורשה"|"החרמש 3"|"הרצלייה"|"052-8038212"|"46498"|"150"|"מכונאות אופנועים וקטנועים"|"יצחקי איציק"|"300651031"
"12187"|"מוסך אבו חוסני-מתאני מוחמד"|"6"|"מוסך מורשה"|"ת.ד. 3205"|"קלנסווה"|"050-8633663"|"40640"|"10"|"מכונאות רכב בנזין"|"מתאני מוחמד"|"034934182"
"12187"|"מוסך אבו חוסני-מתאני מוחמד"|"6"|"מוסך מורשה"|"ת.ד. 3205"|"קלנסווה"|"050-8633663"|"40640"|"20"|"מכונאות רכב דיזל"|"מתאני מוחמד"|"034934182"
"12188"|"גאבר פאדי - פחחות וצבע כושי"|"6"|"מוסך מורשה"|"כביש ראשי בכיכר"||"052-6544522"|"40400"|"70"|"תיקון מרכבי רכב"|"גאבר פאדי"|"039833389"
"12190"|"מוסך סימל יעקב"|"6"|"מוסך מורשה"|"משה שרת 19 ראשון לציון"|"ראשון לציון"|"03-9616373"|"0"|"10"|"מכונאות רכב בנזין"|"סימל יעקב"|"005555404"
"12190"|"מוסך סימל יעקב"|"6"|"מוסך מורשה"|"משה שרת 19 ראשון לציון"|"ראשון לציון"|"03-9616373"|"0"|"20"|"מכונאות רכב דיזל"|"סימל יעקב"|"005555404"
"12190"|"מוסך סימל יעקב"|"6"|"מוסך מורשה"|"משה שרת 19 ראשון לציון"|"ראשון לציון"|"03-9616373"|"0"|"30"|"חשמלאות רכב"|"סימל יעקב"|"005555404"
"12190"|"מוסך סימל יעקב"|"6"|"מוסך מורשה"|"משה שרת 19 ראשון לציון"|"ראשון לציון"|"03-9616373"|"0"|"205"|"שירות תיקון למזגן אויר לרכב"|"סימל יעקב"|"005555404"
"12191"|"א.ג. הקפיץ נתניה 2000 בע מ"|"2"|"מוסך רישוי לרכב חדש"|"פנקס פינת אורט"|"נתניה"|"09-8870444"|"42377"|"187"|"רישום ראשוני לרכב חדש"|"גבע אסף"|"512954694"
"12192"|"אסייג אילן מוסך אומנות הרכב"|"6"|"מוסך מורשה"|"בילו 2000 קרית-עקרון"|"קריית עקרון"|"08-8696205"|"7692"|"10"|"מכונאות רכב בנזין"|"אסייג אילן"|"027159052"
"12192"|"אסייג אילן מוסך אומנות הרכב"|"6"|"מוסך מורשה"|"בילו 2000 קרית-עקרון"|"קריית עקרון"|"08-8696205"|"7692"|"20"|"מכונאות רכב דיזל"|"אסייג אילן"|"027159052"
"12193"|"א.א.ל מודיעין מרכז שרות לרכב בעמ"|"6"|"מוסך מורשה"|"המכונאי 19"|"מודיעין-מכבים-רעות*"|"050-5301182"|"0"|"70"|"תיקון מרכבי רכב"|"אסולין אלון"|"515283828"
"12193"|"א.א.ל מודיעין מרכז שרות לרכב בעמ"|"6"|"מוסך מורשה"|"המכונאי 19"|"מודיעין-מכבים-רעות*"|"050-5301182"|"0"|"100"|"צבעות רכב"|"אסולין אלון"|"515283828"
"12195"|"מוסך נועם חזם"|"6"|"מוסך מורשה"|"החרושת 3"|"כפר סבא"|"050-9244272"|"0"|"10"|"מכונאות רכב בנזין"|"נועם חזם"|"065920209"
"12195"|"מוסך נועם חזם"|"6"|"מוסך מורשה"|"החרושת 3"|"כפר סבא"|"050-9244272"|"0"|"20"|"מכונאות רכב דיזל"|"נועם חזם"|"065920209"
"12197"|"אוטודוקס (2000) בע מ"|"6"|"מוסך מורשה"|"אחים מסלויטה 7"|"תל אביב -יפו"|"054-7800078"|"67910"|"70"|"תיקון מרכבי רכב"|"בסון אהרון"|"513059329"
"12197"|"אוטודוקס (2000) בע מ"|"6"|"מוסך מורשה"|"אחים מסלויטה 7"|"תל אביב -יפו"|"054-7800078"|"67910"|"100"|"צבעות רכב"|"בסון אהרון"|"513059329"
"12198"|"מוסך נאשד תילאוי"|"6"|"מוסך מורשה"|"כיכר ראשונה מימין"|"קלנסווה"|"052-3845309"|"40640"|"10"|"מכונאות רכב בנזין"|"תילאוי נאשד"|"029807831"
"12198"|"מוסך נאשד תילאוי"|"6"|"מוסך מורשה"|"כיכר ראשונה מימין"|"קלנסווה"|"052-3845309"|"40640"|"20"|"מכונאות רכב דיזל"|"תילאוי נאשד"|"029807831"
"12199"|"ע.ח החרוצים בע מ"|"6"|"מוסך מורשה"|"החרוצים 1 רחובות"|"רחובות"|"052-8024404"|"0"|"10"|"מכונאות רכב בנזין"|"צברי עידן"|"516684701"
"12199"|"ע.ח החרוצים בע מ"|"6"|"מוסך מורשה"|"החרוצים 1 רחובות"|"רחובות"|"052-8024404"|"0"|"20"|"מכונאות רכב דיזל"|"צברי עידן"|"516684701"
"12199"|"ע.ח החרוצים בע מ"|"6"|"מוסך מורשה"|"החרוצים 1 רחובות"|"רחובות"|"052-8024404"|"0"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"צברי עידן"|"516684701"
"12199"|"ע.ח החרוצים בע מ"|"6"|"מוסך מורשה"|"החרוצים 1 רחובות"|"רחובות"|"052-8024404"|"0"|"100"|"צבעות רכב"|"דרעי יצחק"|"516684701"
"12199"|"ע.ח החרוצים בע מ"|"6"|"מוסך מורשה"|"החרוצים 1 רחובות"|"רחובות"|"052-8024404"|"0"|"194"|"תיקון מלגזות הרמה"|"צברי עידן"|"516684701"
"12200"|"מ.ע.רישוי רכב מודיעין בע מ"|"1"|"מכון רישוי"|"המכונאי 31"|"מודיעין-מכבים-רעות*"|"08-6642222"|"0"|"170"|"בדיקות עשן ברכב דיזל"|"סנדוקה אשרף"|"514796127"
"12200"|"מ.ע.רישוי רכב מודיעין בע מ"|"1"|"מכון רישוי"|"המכונאי 31"|"מודיעין-מכבים-רעות*"|"08-6642222"|"0"|"180"|"בדיקות-רכב )קניה ומכירה)"|"גלנצר יניב"|"514796127"
"12200"|"מ.ע.רישוי רכב מודיעין בע מ"|"1"|"מכון רישוי"|"המכונאי 31"|"מודיעין-מכבים-רעות*"|"08-6642222"|"0"|"181"|"מכון רישוי-פתוח לשרות הציבור"|"סנדוקה אשרף"|"514796127"
"12200"|"מ.ע.רישוי רכב מודיעין בע מ"|"1"|"מכון רישוי"|"המכונאי 31"|"מודיעין-מכבים-רעות*"|"08-6642222"|"0"|"195"|"תיקון וכוון מתלים ברכב"|"סנדוקה אשרף"|"514796127"
"12200"|"מ.ע.רישוי רכב מודיעין בע מ"|"1"|"מכון רישוי"|"המכונאי 31"|"מודיעין-מכבים-רעות*"|"08-6642222"|"0"|"300"|"בדיקת רכב לאחר תאונה"|"יניב גלנצר"|"514796127"
"12201"|"חשמל חכים בחאש"|"6"|"מוסך מורשה"|"ת.ד. 5392 כביש ראשי"|"קלנסווה"|"053-7725584"|"0"|"15"|"אוטוטק רכב קל"|"בחאש מחמוד"|"058961897"
"12202"|"מוסך לודן בהנהלת איתן ויוסי"|"6"|"מוסך מורשה"|"בית אלפא 2"|"תל אביב -יפו"|"03-6240434"|"0"|"10"|"מכונאות רכב בנזין"|"מדחיאן יוסי"|"058445099"
"12202"|"מוסך לודן בהנהלת איתן ויוסי"|"6"|"מוסך מורשה"|"בית אלפא 2"|"תל אביב -יפו"|"03-6240434"|"0"|"20"|"מכונאות רכב דיזל"|"מדחיאן יוסי"|"058445099"
"12204"|"ס.ס צמיגים - עומר אמיר"|"6"|"מוסך מורשה"|"ת.ד. 3174 זמר"|"זמר"|"052-5706681"|"38828"|"130"|"תיקון והחלפת צמיגים"|"עומר אמיר"|"043067495"
"12205"|"באבא בדר  אחים באבא פחחות וצבע"|"6"|"מוסך מורשה"|"הצורפים 16 א.ת צפוני לוד"|"לוד"|"08-9225022"|"0"|"70"|"תיקון מרכבי רכב"|"באבא בדר"|"313900227"
"12205"|"באבא בדר  אחים באבא פחחות וצבע"|"6"|"מוסך מורשה"|"הצורפים 16 א.ת צפוני לוד"|"לוד"|"08-9225022"|"0"|"100"|"צבעות רכב"|"באבא בדר"|"313900227"
"12206"|"יניב לוי צמיגים בע מ"|"6"|"מוסך מורשה"|"המכונאי 13"|"מודיעין-מכבים-רעות*"|"08-9155924"|"0"|"130"|"תיקון והחלפת צמיגים"|"לוי יניב"|"514058478"
"12208"|"פמי פרימיום בע מ"|"6"|"מוסך מורשה"|"המשביר 1 חולון"|"חולון"|"052-5927111"|"0"|"202"|"מוסך נייד לחילוץ ולתיקוני חירום"|"בן שחר ליאב"|"512676206"
"12209"|"מוסך חן חנניה עמרם בע מ"|"6"|"מוסך מורשה"|"העבודה 21"|"ראש העין."|"03-5564422"|"0"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"נאשף חוסם"|"515882504"
"12209"|"מוסך חן חנניה עמרם בע מ"|"6"|"מוסך מורשה"|"העבודה 21"|"ראש העין."|"03-5564422"|"0"|"70"|"תיקון מרכבי רכב"|"נאשף חוסם"|"515882504"
"12209"|"מוסך חן חנניה עמרם בע מ"|"6"|"מוסך מורשה"|"העבודה 21"|"ראש העין."|"03-5564422"|"0"|"100"|"צבעות רכב"|"נאשף חוסם"|"515882504"
"12210"|"זאב דיין שרותי בלמים בת ים בע מ"|"6"|"מוסך מורשה"|"אהוד קינמון 24"|"בת ים"|"03-5528887"|"0"|"10"|"מכונאות רכב בנזין"|"אבידר ניסים"|"513178012"
"12210"|"זאב דיין שרותי בלמים בת ים בע מ"|"6"|"מוסך מורשה"|"אהוד קינמון 24"|"בת ים"|"03-5528887"|"0"|"143"|"רפידות ותופי בלם"|"אבידר ניסים"|"513178012"
"12211"|"פרח גריאס מרכז שרות רכב"|"6"|"מוסך מורשה"|"שרירא גאון 30"|"תל אביב -יפו"|"054-5929173"|"0"|"10"|"מכונאות רכב בנזין"|"פרח גריאס"|"000000000"
"12211"|"פרח גריאס מרכז שרות רכב"|"6"|"מוסך מורשה"|"שרירא גאון 30"|"תל אביב -יפו"|"054-5929173"|"0"|"20"|"מכונאות רכב דיזל"|"פרח גריאס"|"000000000"
"12212"|"מרכז יוגב לפחחות וצבע"|"6"|"מוסך מורשה"|"האופן 12"|"חולון"|"050-8443330"|"0"|"70"|"תיקון מרכבי רכב"|"ינין מרדכי"|"318778446"
"12212"|"מרכז יוגב לפחחות וצבע"|"6"|"מוסך מורשה"|"האופן 12"|"חולון"|"050-8443330"|"0"|"100"|"צבעות רכב"|"מלכה ליאור"|"318778446"
"12213"|"עמרה אלי מוסך מיטב"|"6"|"מוסך מורשה"|"ש.ד יצחק רבין 29"|"קריית עקרון"|"08-9418199"|"0"|"30"|"חשמלאות רכב"|"הרשקוביץ לוי"|"059296293"
"12213"|"עמרה אלי מוסך מיטב"|"6"|"מוסך מורשה"|"ש.ד יצחק רבין 29"|"קריית עקרון"|"08-9418199"|"0"|"205"|"שירות תיקון למזגן אויר לרכב"|"הרשקוביץ לוי"|"059296293"
"12215"|"צמיגי יהודה דהרי"|"6"|"מוסך מורשה"|"העבודה  21"|"ראש העין."|"03-9389574"|"0"|"130"|"תיקון והחלפת צמיגים"|"יהודה דהרי"|"052221272"
"12217"|"אוטו פוינט בע מ"|"2"|"מוסך רישוי לרכב חדש"|"זבוטינסקי 82"|"פתח תקווה"|"03-9192100"|"0"|"188"|"רישום ורישוי לרכב חדש"|"מסטר סטניסלב"|"515174852"
"12218"|"מוסך תאיה ומסחר בע מ"|"6"|"מוסך מורשה"|"ת.ד. 1995 קלנסואה"|"קלנסווה"|"053-5416277"|"40640"|"10"|"מכונאות רכב בנזין"|"רעד רמי"|"516187192"
"12218"|"מוסך תאיה ומסחר בע מ"|"6"|"מוסך מורשה"|"ת.ד. 1995 קלנסואה"|"קלנסווה"|"053-5416277"|"40640"|"20"|"מכונאות רכב דיזל"|"רעד רמי"|"516187192"
"12219"|"מאיר מרכזי שירות שותפות מוגבלת"|"6"|"מוסך מורשה"|"סיקסק 1"|"רמלה"|"077-8961202"|"0"|"10"|"מכונאות רכב בנזין"|"יוכטר איגור"|"550278154"
"12219"|"מאיר מרכזי שירות שותפות מוגבלת"|"6"|"מוסך מורשה"|"סיקסק 1"|"רמלה"|"077-8961202"|"0"|"20"|"מכונאות רכב דיזל"|"יוכטר איגור"|"550278154"
"12219"|"מאיר מרכזי שירות שותפות מוגבלת"|"6"|"מוסך מורשה"|"סיקסק 1"|"רמלה"|"077-8961202"|"0"|"21"|"מכונאות דיזל משאיות ואוטובוסים"|"יוכטר איגור"|"550278154"
"12219"|"מאיר מרכזי שירות שותפות מוגבלת"|"6"|"מוסך מורשה"|"סיקסק 1"|"רמלה"|"077-8961202"|"0"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"יוכטר איגור"|"550278154"
"12219"|"מאיר מרכזי שירות שותפות מוגבלת"|"6"|"מוסך מורשה"|"סיקסק 1"|"רמלה"|"077-8961202"|"0"|"30"|"חשמלאות רכב"|"יוכטר איגור"|"550278154"
"12219"|"מאיר מרכזי שירות שותפות מוגבלת"|"6"|"מוסך מורשה"|"סיקסק 1"|"רמלה"|"077-8961202"|"0"|"111"|"תחזוקה ובדיקת מערכת כיבוי אש באוטו'"|"איגור יוכטר"|"550278154"
"12219"|"מאיר מרכזי שירות שותפות מוגבלת"|"6"|"מוסך מורשה"|"סיקסק 1"|"רמלה"|"077-8961202"|"0"|"202"|"מוסך נייד לחילוץ ולתיקוני חירום"|"יוכטר איגור"|"550278154"
"12219"|"מאיר מרכזי שירות שותפות מוגבלת"|"6"|"מוסך מורשה"|"סיקסק 1"|"רמלה"|"077-8961202"|"0"|"205"|"שירות תיקון למזגן אויר לרכב"|"קריוף עמיהוד"|"550278154"
"12220"|"שמואל פאלח שירותי רכב בע מ"|"6"|"מוסך מורשה"|"העמל 58"|"פתח תקווה"|"03-7523293"|"0"|"70"|"תיקון מרכבי רכב"|"פלח שמואל"|"515991750"
"12220"|"שמואל פאלח שירותי רכב בע מ"|"6"|"מוסך מורשה"|"העמל 58"|"פתח תקווה"|"03-7523293"|"0"|"100"|"צבעות רכב"|"שמואל פלח"|"515991750"
"12221"|"בשארה אחמד-דרים קאר"|"6"|"מוסך מורשה"|"אלקודס 41 טירה"||"050-5400050"|"44915"|"10"|"מכונאות רכב בנזין"|"בשארה אחמד"|"029800661"
"12221"|"בשארה אחמד-דרים קאר"|"6"|"מוסך מורשה"|"אלקודס 41 טירה"||"050-5400050"|"44915"|"20"|"מכונאות רכב דיזל"|"בשארה אחמד"|"029800661"
"12222"|"מרעי שאהר - דארין קארז"|"6"|"מוסך מורשה"|"ת.ד. 3363"|"טייבה"|"053-3378761"|"40400"|"100"|"צבעות רכב"|"עאזם מרואן"|"026307140"
"12223"|"אופנועי בת ים"|"6"|"מוסך מורשה"|"אהוד קנמון 3 ת.ד. 9052"|"בת ים"|"052-2424676"|"0"|"150"|"מכונאות אופנועים וקטנועים"|"ארז נחום"|"023690845"
"12223"|"אופנועי בת ים"|"6"|"מוסך מורשה"|"אהוד קנמון 3 ת.ד. 9052"|"בת ים"|"052-2424676"|"0"|"191"|"תיקון טרקטורונים"|"ארז נחום"|"023690845"
"12224"|"עאזם בהאא-מוסך השלושה"|"6"|"מוסך מורשה"|"כביש ראשי"|"קלנסווה"|"052-4824342"|"40640"|"10"|"מכונאות רכב בנזין"|"לחאם עלי"|"313979262"
"12224"|"עאזם בהאא-מוסך השלושה"|"6"|"מוסך מורשה"|"כביש ראשי"|"קלנסווה"|"052-4824342"|"40640"|"20"|"מכונאות רכב דיזל"|"לחאם עלי"|"313979262"
"12229"|"מיכאל חיסקייב צמיגי גיורא"|"6"|"מוסך מורשה"|"היוזמים 13 אור יהודה"|"אור יהודה"|"052-5536821"|"0"|"130"|"תיקון והחלפת צמיגים"|"חיזקיהו אביחי"|"306334228"
"12231"|"יוסי מאיר מוסך אופנועים"|"6"|"מוסך מורשה"|"הרכב 10 פתח תקוה"|"פתח תקווה"|"050-6409956"|"0"|"150"|"מכונאות אופנועים וקטנועים"|"מאיר הרצל"|"033145772"
"12232"|"סנדורי אומן בע מ"|"6"|"מוסך מורשה"|"הסדנא 23 חולון"|"חולון"|"03-6836314"|"0"|"70"|"תיקון מרכבי רכב"|"סנדורי אלי"|"513286690"
"12232"|"סנדורי אומן בע מ"|"6"|"מוסך מורשה"|"הסדנא 23 חולון"|"חולון"|"03-6836314"|"0"|"100"|"צבעות רכב"|"סנדורי אלי"|"513286690"
"12233"|"פדילה מחמוד-אלקטרו מגנט"|"6"|"מוסך מורשה"|"ת.ד. 2123 רח 24"||"054-6244740"|"0"|"30"|"חשמלאות רכב"|"פדילה מחמוד"|"043194810"
"12234"|"מלך המזגנים בע מ"|"6"|"מוסך מורשה"|"א.ת בתוך מוסך ארגמן"|"כפר קאסם"|"052-4762762"|"48810"|"111"|"תחזוקה ובדיקת מערכת כיבוי אש באוטו'"|"אבו סאלח ווליד"|"515955623"
"12234"|"מלך המזגנים בע מ"|"6"|"מוסך מורשה"|"א.ת בתוך מוסך ארגמן"|"כפר קאסם"|"052-4762762"|"48810"|"205"|"שירות תיקון למזגן אויר לרכב"|"אבו סאלח וליד"|"515955623"
"12237"|"קומאנד קאר פחחות וצבע בע מ"|"6"|"מוסך מורשה"|"שרירא גאון 6 תל אביב"|"תל אביב -יפו"|"050-4630046"|"0"|"70"|"תיקון מרכבי רכב"|"קנדי אמיר"|"516126042"
"12237"|"קומאנד קאר פחחות וצבע בע מ"|"6"|"מוסך מורשה"|"שרירא גאון 6 תל אביב"|"תל אביב -יפו"|"050-4630046"|"0"|"100"|"צבעות רכב"|"קנדי אמיר"|"516126042"
"12238"|"מוסך קאר -זון"|"6"|"מוסך מורשה"|"התעשייה 28 יהוד"|"יהוד-מונוסון"|"03-7166050"|"0"|"10"|"מכונאות רכב בנזין"|"בן שושן יוסי"|"027451236"
"12238"|"מוסך קאר -זון"|"6"|"מוסך מורשה"|"התעשייה 28 יהוד"|"יהוד-מונוסון"|"03-7166050"|"0"|"20"|"מכונאות רכב דיזל"|"בן שושן יוסי"|"027451236"
"12238"|"מוסך קאר -זון"|"6"|"מוסך מורשה"|"התעשייה 28 יהוד"|"יהוד-מונוסון"|"03-7166050"|"0"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"בן שושן יוסי"|"027451236"
"12239"|"מ.נ מערכות לתחבורה ותעשיה בע מ"|"2"|"מוסך רישוי לרכב חדש"|"בית הראשונים 4"|"עמק חפר"|"04-6220111"|"38777"|"187"|"רישום ראשוני לרכב חדש"|"נהב מיכאל"|"511123515"
"12240"|"מוסך גוילי עמוס"|"6"|"מוסך מורשה"|"הרקון 5 רמת גן"|"רמת גן"|"03-7515416"|"0"|"70"|"תיקון מרכבי רכב"|"גוילי עמוס"|"007531148"
"12242"|"ליאור מור - דיגיטל"|"6"|"מוסך מורשה"|"פנקס 2"|"נתניה"|"054-4886570"|"42377"|"30"|"חשמלאות רכב"|"גנאימה אחמד"|"040918898"
"12243"|"כהן יוסף מרכז הנגררים"|"2"|"מוסך רישוי לרכב חדש"|"מושב בית עובד"|"בית עובד"|"08-9408020"|"76800"|"187"|"רישום ראשוני לרכב חדש"|"פלד דוד"|"056594591"
"12247"|"גרורי אמון ווי גרירה ונגררים בע "|"7"|"מוסך רישוי לטרקטורים ורכב חדש"|"ת.ד. 1375"||"050-5940175"|"44915"|"172"|"מוסך רישוי לציוד חקלאי"|"לויט גיא"|"515369924"
